model_name,version,n_patients,n_positive,prevalence,n_raw_predictors,auc_oof,auc_oof_ci_low,auc_oof_ci_high,brier_oof,calibration_intercept_oof,calibration_slope_oof,threshold_selected_oof,sensitivity_oof,specificity_oof,f1_oof,tp_oof,fp_oof,tn_oof,fn_oof,generated_utc
random_forest,v2,276,89,0.322463768115942,57,0.515832482124617,0.4395750383912503,0.5845969387762523,0.24501639422090918,-0.711148773157838,0.5508139032033326,0.4,0.9438202247191011,0.08021390374331551,0.48695652173913045,84,172,15,5,2026-09-02T20:30:06+00:00
gradient_boosting,v2,276,89,0.322463768115942,57,0.5131286426725952,0.4417398408425305,0.579001580448612,0.2280456436933912,-0.6198722038370451,0.1509005922179242,0.2,0.8651685393258427,0.1711229946524064,0.4797507788161994,77,155,32,12,2026-09-02T20:30:20+00:00
elastic_net_logistic,v2,276,89,0.322463768115942,57,0.5021330289010395,0.42614629644215735,0.5729003454919837,0.2604894702839597,-0.7332890346499463,0.11911196039303511,0.4,0.8314606741573034,0.1497326203208556,0.45962732919254656,74,159,28,15,2026-09-02T20:29:44+00:00
